date,sku,category,region,channel,quantity,price_per_unit,discount,revenue
2023-04-04,Лидское Вайс 0.5л,Специальное,Гродненская область,Сетевой ритейл,19,2.8,0.0,53.2
2023-04-04,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,116,3.9,0.15,384.54
2023-04-04,Лидское Светлое 1.5л,Светлое,Гродненская область,Сетевой ритейл,34,5.2,0.1,159.12
2023-04-04,Лидское Тёмное 1.0л,Тёмное,Минская область,Сетевой ритейл,45,4.6,0.0,207.0
2023-04-04,Лидское Светлое 0.5л,Светлое,Витебская область,Специализированные магазины,225,2.15,0.0,483.75
2023-04-04,Лидское Тёмное 1.0л,Тёмное,Гродненская область,HoReCa,50,4.6,0.15,195.5
2023-04-04,Лидское Светлое 1.5л,Светлое,Минская область,Специализированные магазины,64,5.2,0.05,316.16
2023-04-04,Лидское Юбилейное 0.5л,Светлое,Минск,HoReCa,22,2.45,0.0,53.9
2023-04-04,Лидское Светлое 1.5л,Светлое,Брестская область,Сетевой ритейл,25,5.2,0.1,117.0
2023-04-04,Лидское Тёмное 1.0л,Тёмное,Минск,Сетевой ритейл,14,4.6,0.0,64.4
2023-04-05,Лидское Ржаное 0.5л,Специальное,Гродненская область,Сетевой ритейл,19,2.85,0.1,48.73
2023-04-05,Лидское Нефильтрованное 0.5л,Специальное,Могилёвская область,Специализированные магазины,16,2.95,0.0,47.2
2023-04-05,Лидское Классическое 0.5л,Светлое,Витебская область,Сетевой ритейл,122,2.05,0.05,237.59
2023-04-05,Лидское Юбилейное 0.5л,Светлое,Витебская область,Сетевой ритейл,57,2.45,0.1,125.69
2023-04-05,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,90,2.15,0.0,193.5
2023-04-05,Лидское Нефильтрованное 0.5л,Специальное,Витебская область,Сетевой ритейл,70,2.95,0.0,206.5
2023-04-05,Лидское Лёгкое 1.0л,Светлое,Минск,Специализированные магазины,19,3.5,0.0,66.5
2023-04-05,Лидское Вайс 1.0л,Специальное,Витебская область,Сетевой ритейл,24,5.1,0.0,122.4
2023-04-05,Лидское Юбилейное 0.5л,Светлое,Брестская область,Сетевой ритейл,105,2.45,0.0,257.25
2023-04-05,Лидское Светлое 1.0л,Светлое,Могилёвская область,Сетевой ритейл,25,3.9,0.1,87.75
2023-04-05,Лидское Вайс 0.5л,Специальное,Минская область,Сетевой ритейл,44,2.8,0.05,117.04
2023-04-05,Лидское Вайс 0.5л,Специальное,Брестская область,Специализированные магазины,43,2.8,0.0,120.4
2023-04-05,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Сетевой ритейл,101,2.45,0.0,247.45
2023-04-05,Лидское Вайс 0.5л,Специальное,Гродненская область,HoReCa,19,2.8,0.0,53.2
2023-04-05,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,95,2.05,0.0,194.75
2023-04-05,Лидское Светлое 1.0л,Светлое,Гродненская область,HoReCa,117,3.9,0.0,456.3
2023-04-05,Лидское Классическое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,57,2.05,0.0,116.85
2023-04-05,Лидское Классическое 0.5л,Светлое,Гродненская область,Сетевой ритейл,65,2.05,0.0,133.25
2023-04-05,Лидское Нефильтрованное 0.5л,Специальное,Минская область,Сетевой ритейл,44,2.95,0.1,116.82
2023-04-05,Лидское Классическое 1.0л,Светлое,Минская область,Сетевой ритейл,74,3.7,0.1,246.42
2023-04-05,Лидское Светлое 1.5л,Светлое,Минск,Специализированные магазины,34,5.2,0.0,176.8
2023-04-05,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,93,2.15,0.0,199.95
2023-04-05,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,188,3.9,0.1,659.88
2023-04-05,Лидское Тёмное 1.0л,Тёмное,Минская область,Специализированные магазины,34,4.6,0.05,148.58
2023-04-05,Лидское Светлое 0.5л,Светлое,Витебская область,Сетевой ритейл,133,2.15,0.05,271.65
2023-04-05,Лидское Безалкогольное 1.0л,Безалкогольное,Гродненская область,Сетевой ритейл,10,3.4,0.0,34.0
2023-04-05,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,125,3.9,0.05,463.12
2023-04-05,Лидское Вайс 0.5л,Специальное,Минская область,HoReCa,16,2.8,0.0,44.8
2023-04-06,Лидское Светлое 1.0л,Светлое,Гродненская область,HoReCa,75,3.9,0.05,277.88
2023-04-06,Лидское Юбилейное 0.5л,Светлое,Гродненская область,Сетевой ритейл,17,2.45,0.0,41.65
2023-04-06,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,95,3.9,0.0,370.5
2023-04-06,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,61,5.2,0.0,317.2
2023-04-06,Лидское Вайс 1.0л,Специальное,Брестская область,Сетевой ритейл,15,5.1,0.0,76.5
2023-04-06,Лидское Светлое 1.0л,Светлое,Минск,HoReCa,52,3.9,0.05,192.66
2023-04-06,Лидское Лёгкое 0.5л,Светлое,Минск,Специализированные магазины,22,1.95,0.05,40.75
2023-04-06,Лидское Классическое 1.0л,Светлое,Брестская область,HoReCa,16,3.7,0.1,53.28
2023-04-06,Лидское Юбилейное 1.0л,Светлое,Минск,Специализированные магазины,100,4.3,0.0,430.0
2023-04-06,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,77,1.95,0.0,150.15
2023-04-06,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,127,3.9,0.0,495.3
2023-04-06,Лидское Классическое 0.5л,Светлое,Брестская область,Сетевой ритейл,28,2.05,0.0,57.4
2023-04-06,Лидское Классическое 0.5л,Светлое,Гомельская область,Сетевой ритейл,63,2.05,0.0,129.15
2023-04-06,Лидское Классическое 1.0л,Светлое,Брестская область,HoReCa,29,3.7,0.0,107.3
2023-04-06,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,49,2.15,0.0,105.35
2023-04-06,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,119,2.15,0.0,255.85
2023-04-06,Лидское Классическое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,65,2.05,0.0,133.25
2023-04-06,Лидское Нефильтрованное 0.5л,Специальное,Могилёвская область,Специализированные магазины,17,2.95,0.0,50.15
2023-04-06,Лидское Юбилейное 0.5л,Светлое,Брестская область,Сетевой ритейл,70,2.45,0.0,171.5
2023-04-06,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,140,3.9,0.1,491.4
2023-04-06,Лидское Ржаное 0.5л,Специальное,Гомельская область,Сетевой ритейл,27,2.85,0.05,73.1
2023-04-06,Лидское Пшеничное 0.5л,Специальное,Витебская область,HoReCa,16,2.75,0.1,39.6
2023-04-06,Лидское Светлое 1.0л,Светлое,Минск,Специализированные магазины,112,3.9,0.0,436.8
2023-04-06,Лидское Лёгкое 0.5л,Светлое,Брестская область,Сетевой ритейл,46,1.95,0.0,89.7
2023-04-06,Лидское Вайс 0.5л,Специальное,Минск,Специализированные магазины,32,2.8,0.0,89.6
2023-04-06,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,34,4.3,0.0,146.2
2023-04-06,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,35,2.55,0.1,80.33
2023-04-06,Лидское Нефильтрованное 0.5л,Специальное,Могилёвская область,HoReCa,9,2.95,0.05,25.22
2023-04-06,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,73,2.05,0.05,142.17
2023-04-06,Лидское Пшеничное 0.5л,Специальное,Минск,Специализированные магазины,20,2.75,0.1,49.5
2023-04-06,Лидское Ржаное 0.5л,Специальное,Минск,Специализированные магазины,10,2.85,0.1,25.65
2023-04-07,Лидское Вайс 0.5л,Специальное,Брестская область,Специализированные магазины,46,2.8,0.05,122.36
2023-04-07,Лидское Классическое 0.5л,Светлое,Минская область,Сетевой ритейл,18,2.05,0.0,36.9
2023-04-07,Лидское Классическое 1.0л,Светлое,Гродненская область,Сетевой ритейл,75,3.7,0.1,249.75
2023-04-07,Лидское Классическое 0.5л,Светлое,Гродненская область,Сетевой ритейл,25,2.05,0.05,48.69
2023-04-07,Лидское Юбилейное 1.0л,Светлое,Гродненская область,Сетевой ритейл,18,4.3,0.15,65.79
2023-04-07,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,65,2.05,0.1,119.92
2023-04-07,Лидское Безалкогольное 0.5л,Безалкогольное,Минская область,Онлайн,29,1.9,0.0,55.1
2023-04-07,Лидское Светлое 1.5л,Светлое,Минск,HoReCa,16,5.2,0.05,79.04
2023-04-07,Лидское Тёмное 0.5л,Тёмное,Гродненская область,Специализированные магазины,44,2.55,0.1,100.98
2023-04-07,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Онлайн,144,2.45,0.0,352.8
2023-04-07,Лидское Юбилейное 0.5л,Светлое,Брестская область,Специализированные магазины,98,2.45,0.1,216.09
2023-04-07,Лидское Вайс 0.5л,Специальное,Могилёвская область,Специализированные магазины,35,2.8,0.1,88.2
2023-04-07,Лидское Юбилейное 1.0л,Светлое,Витебская область,HoReCa,20,4.3,0.15,73.1
2023-04-07,Лидское Вайс 0.5л,Специальное,Гродненская область,Специализированные магазины,34,2.8,0.0,95.2
2023-04-07,Лидское Вайс 0.5л,Специальное,Могилёвская область,Специализированные магазины,52,2.8,0.05,138.32
2023-04-07,Лидское Классическое 1.0л,Светлое,Гродненская область,Сетевой ритейл,74,3.7,0.1,246.42
2023-04-07,Лидское Юбилейное 1.0л,Светлое,Могилёвская область,Сетевой ритейл,24,4.3,0.1,92.88
2023-04-07,Лидское Светлое 1.0л,Светлое,Минская область,Сетевой ритейл,18,3.9,0.05,66.69
2023-04-07,Лидское Светлое 0.5л,Светлое,Брестская область,Сетевой ритейл,115,2.15,0.1,222.53
2023-04-07,Лидское Лёгкое 1.0л,Светлое,Минск,Сетевой ритейл,8,3.5,0.05,26.6
2023-04-07,Лидское Тёмное 1.0л,Тёмное,Минск,Сетевой ритейл,20,4.6,0.0,92.0
2023-04-07,Лидское Янтарное 0.5л,Тёмное,Минск,Сетевой ритейл,11,2.65,0.1,26.23
2023-04-07,Лидское Портер 0.5л,Тёмное,Минск,HoReCa,40,2.9,0.0,116.0
2023-04-07,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,153,2.15,0.05,312.5
2023-04-07,Лидское Светлое 0.5л,Светлое,Минск,Онлайн,171,2.15,0.0,367.65
2023-04-07,Лидское Юбилейное 1.0л,Светлое,Минская область,Специализированные магазины,67,4.3,0.0,288.1
2023-04-07,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,90,4.3,0.0,387.0
2023-04-07,Лидское Тёмное 1.0л,Тёмное,Брестская область,Сетевой ритейл,32,4.6,0.0,147.2
2023-04-07,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,33,2.15,0.05,67.4
2023-04-07,Лидское Лёгкое 0.5л,Светлое,Минская область,Сетевой ритейл,59,1.95,0.0,115.05
2023-04-08,Лидское Безалкогольное 0.5л,Безалкогольное,Брестская область,Сетевой ритейл,10,1.9,0.15,16.15
2023-04-08,Лидское Тёмное 1.0л,Тёмное,Минск,Сетевой ритейл,42,4.6,0.0,193.2
2023-04-08,Лидское Лёгкое 1.0л,Светлое,Минская область,Сетевой ритейл,15,3.5,0.0,52.5
2023-04-08,Лидское Классическое 0.5л,Светлое,Брестская область,HoReCa,53,2.05,0.0,108.65
2023-04-08,Лидское Классическое 0.5л,Светлое,Минск,Онлайн,88,2.05,0.0,180.4
2023-04-08,Лидское Юбилейное 0.5л,Светлое,Витебская область,HoReCa,121,2.45,0.0,296.45
2023-04-08,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,11,4.3,0.1,42.57
2023-04-08,Лидское Классическое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,102,2.05,0.0,209.1
2023-04-08,Лидское Тёмное 0.5л,Тёмное,Брестская область,Сетевой ритейл,37,2.55,0.1,84.91
2023-04-08,Лидское Нефильтрованное 0.5л,Специальное,Минск,Специализированные магазины,16,2.95,0.05,44.84
2023-04-08,Лидское Тёмное 1.0л,Тёмное,Гомельская область,Сетевой ритейл,56,4.6,0.0,257.6
2023-04-08,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,139,2.45,0.0,340.55
2023-04-08,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,57,3.7,0.0,210.9
2023-04-08,Лидское Классическое 0.5л,Светлое,Витебская область,HoReCa,61,2.05,0.05,118.8
2023-04-08,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,184,2.15,0.05,375.82
2023-04-08,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,63,1.95,0.05,116.71
2023-04-08,Лидское Лёгкое 1.0л,Светлое,Минск,Сетевой ритейл,46,3.5,0.05,152.95
2023-04-08,Лидское Янтарное 0.5л,Тёмное,Гродненская область,Сетевой ритейл,14,2.65,0.0,37.1
2023-04-08,Лидское Безалкогольное 1.0л,Безалкогольное,Минск,Сетевой ритейл,3,3.4,0.05,9.69
2023-04-08,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,32,2.95,0.0,94.4
2023-04-08,Лидское Вайс 0.5л,Специальное,Минская область,Сетевой ритейл,58,2.8,0.0,162.4
2023-04-08,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,36,2.65,0.1,85.86
2023-04-08,Лидское Лёгкое 1.0л,Светлое,Гомельская область,Сетевой ритейл,18,3.5,0.0,63.0
2023-04-08,Лидское Вайс 0.5л,Специальное,Брестская область,Сетевой ритейл,71,2.8,0.15,168.98
2023-04-08,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,80,4.3,0.05,326.8
2023-04-08,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,61,3.9,0.0,237.9
2023-04-08,Лидское Светлое 1.0л,Светлое,Минск,Специализированные магазины,57,3.9,0.0,222.3
2023-04-08,Лидское Светлое 0.5л,Светлое,Витебская область,Сетевой ритейл,153,2.15,0.05,312.5
2023-04-08,Лидское Вайс 0.5л,Специальное,Минск,HoReCa,6,2.8,0.0,16.8
2023-04-08,Лидское Лёгкое 1.0л,Светлое,Гомельская область,HoReCa,26,3.5,0.0,91.0
2023-04-08,Лидское Тёмное 1.0л,Тёмное,Минская область,Сетевой ритейл,42,4.6,0.0,193.2
2023-04-08,Лидское Нефильтрованное 0.5л,Специальное,Гродненская область,HoReCa,11,2.95,0.0,32.45
2023-04-08,Лидское Светлое 1.0л,Светлое,Гродненская область,HoReCa,89,3.9,0.0,347.1
2023-04-08,Лидское Тёмное 1.0л,Тёмное,Могилёвская область,Специализированные магазины,16,4.6,0.0,73.6
2023-04-08,Лидское Классическое 0.5л,Светлое,Гомельская область,Сетевой ритейл,52,2.05,0.0,106.6
2023-04-08,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,57,5.2,0.1,266.76
2023-04-08,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,47,2.05,0.1,86.72
2023-04-08,Лидское Юбилейное 1.0л,Светлое,Гродненская область,HoReCa,41,4.3,0.05,167.48
2023-04-08,Лидское Светлое 1.0л,Светлое,Брестская область,Специализированные магазины,79,3.9,0.1,277.29
2023-04-08,Лидское Нефильтрованное 0.5л,Специальное,Витебская область,Сетевой ритейл,18,2.95,0.0,53.1
2023-04-08,Лидское Юбилейное 0.5л,Светлое,Витебская область,Сетевой ритейл,140,2.45,0.0,343.0
2023-04-08,Лидское Светлое 0.5л,Светлое,Минск,HoReCa,101,2.15,0.0,217.15
2023-04-09,Лидское Нефильтрованное 0.5л,Специальное,Минская область,Сетевой ритейл,23,2.95,0.0,67.85
2023-04-09,Лидское Классическое 1.0л,Светлое,Гомельская область,Сетевой ритейл,63,3.7,0.0,233.1
2023-04-09,Лидское Юбилейное 0.5л,Светлое,Минская область,HoReCa,87,2.45,0.0,213.15
2023-04-09,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Специализированные магазины,64,4.3,0.05,261.44
2023-04-09,Лидское Лёгкое 1.0л,Светлое,Гродненская область,Специализированные магазины,53,3.5,0.0,185.5
2023-04-09,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,45,2.55,0.0,114.75
2023-04-09,Лидское Портер 0.5л,Тёмное,Брестская область,Сетевой ритейл,35,2.9,0.0,101.5
2023-04-09,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,33,2.45,0.0,80.85
2023-04-09,Лидское Лёгкое 1.0л,Светлое,Гомельская область,Специализированные магазины,28,3.5,0.0,98.0
2023-04-09,Лидское Юбилейное 0.5л,Светлое,Витебская область,Сетевой ритейл,58,2.45,0.0,142.1
2023-04-09,Лидское Светлое 1.5л,Светлое,Минская область,Специализированные магазины,8,5.2,0.05,39.52
2023-04-09,Лидское Лёгкое 0.5л,Светлое,Минск,Специализированные магазины,14,1.95,0.0,27.3
2023-04-09,Лидское Безалкогольное 0.5л,Безалкогольное,Минская область,Сетевой ритейл,48,1.9,0.0,91.2
2023-04-09,Лидское Классическое 1.0л,Светлое,Гродненская область,Сетевой ритейл,57,3.7,0.05,200.35
2023-04-09,Лидское Лёгкое 0.5л,Светлое,Брестская область,Сетевой ритейл,23,1.95,0.05,42.61
2023-04-09,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,20,3.7,0.0,74.0
2023-04-09,Лидское Светлое 1.5л,Светлое,Гродненская область,Сетевой ритейл,56,5.2,0.0,291.2
2023-04-09,Лидское Портер 0.5л,Тёмное,Минск,Специализированные магазины,31,2.9,0.0,89.9
2023-04-09,Лидское Пшеничное 0.5л,Специальное,Витебская область,Онлайн,3,2.75,0.0,8.25
2023-04-09,Лидское Светлое 1.0л,Светлое,Могилёвская область,HoReCa,21,3.9,0.0,81.9
2023-04-09,Лидское Ржаное 0.5л,Специальное,Гродненская область,Сетевой ритейл,7,2.85,0.0,19.95
2023-04-09,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,117,3.9,0.15,387.86
2023-04-09,Лидское Вайс 1.0л,Специальное,Минская область,Сетевой ритейл,22,5.1,0.0,112.2
2023-04-09,Лидское Светлое 1.0л,Светлое,Минская область,HoReCa,28,3.9,0.0,109.2
2023-04-09,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,59,1.95,0.0,115.05
2023-04-09,Лидское Классическое 0.5л,Светлое,Гомельская область,Специализированные магазины,104,2.05,0.0,213.2
2023-04-09,Лидское Лёгкое 0.5л,Светлое,Гродненская область,Сетевой ритейл,58,1.95,0.0,113.1
2023-04-09,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,43,2.95,0.0,126.85
2023-04-09,Лидское Вайс 1.0л,Специальное,Гродненская область,Сетевой ритейл,57,5.1,0.0,290.7
2023-04-09,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,12,3.7,0.0,44.4
2023-04-09,Лидское Светлое 1.0л,Светлое,Витебская область,HoReCa,67,3.9,0.0,261.3
2023-04-09,Лидское Вайс 1.0л,Специальное,Могилёвская область,Сетевой ритейл,19,5.1,0.05,92.05
2023-04-09,Лидское Пшеничное 0.5л,Специальное,Минск,Сетевой ритейл,38,2.75,0.0,104.5
2023-04-09,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,47,1.95,0.0,91.65
2023-04-09,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,126,3.9,0.0,491.4
2023-04-09,Лидское Юбилейное 0.5л,Светлое,Гродненская область,Специализированные магазины,18,2.45,0.0,44.1
2023-04-09,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,57,3.9,0.05,211.18
2023-04-09,Лидское Тёмное 0.5л,Тёмное,Витебская область,Сетевой ритейл,93,2.55,0.05,225.29
2023-04-09,Лидское Юбилейное 1.0л,Светлое,Гродненская область,Сетевой ритейл,33,4.3,0.1,127.71
2023-04-09,Лидское Тёмное 1.0л,Тёмное,Витебская область,Сетевой ритейл,8,4.6,0.0,36.8
2023-04-09,Лидское Тёмное 1.0л,Тёмное,Брестская область,HoReCa,22,4.6,0.05,96.14
2023-04-09,Лидское Юбилейное 1.0л,Светлое,Брестская область,Специализированные магазины,28,4.3,0.05,114.38
2023-04-09,Лидское Юбилейное 1.0л,Светлое,Витебская область,Сетевой ритейл,18,4.3,0.0,77.4
2023-04-09,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,32,4.3,0.0,137.6
2023-04-09,Лидское Вайс 1.0л,Специальное,Минская область,Сетевой ритейл,42,5.1,0.1,192.78
2023-04-09,Лидское Светлое 1.5л,Светлое,Брестская область,Сетевой ритейл,62,5.2,0.1,290.16
2023-04-10,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,59,4.3,0.0,253.7
2023-04-10,Лидское Классическое 0.5л,Светлое,Гомельская область,Сетевой ритейл,35,2.05,0.0,71.75
2023-04-10,Лидское Светлое 1.5л,Светлое,Минская область,Онлайн,14,5.2,0.0,72.8
2023-04-10,Лидское Светлое 1.0л,Светлое,Гомельская область,Специализированные магазины,143,3.9,0.0,557.7
2023-04-10,Лидское Классическое 1.0л,Светлое,Гомельская область,Онлайн,20,3.7,0.0,74.0
2023-04-10,Лидское Классическое 0.5л,Светлое,Минск,HoReCa,59,2.05,0.0,120.95
2023-04-10,Лидское Безалкогольное 1.0л,Безалкогольное,Минск,Сетевой ритейл,20,3.4,0.1,61.2
2023-04-10,Лидское Тёмное 0.5л,Тёмное,Минская область,HoReCa,56,2.55,0.0,142.8
2023-04-10,Лидское Лёгкое 1.0л,Светлое,Минск,Сетевой ритейл,38,3.5,0.0,133.0
2023-04-10,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,48,5.2,0.05,237.12
2023-04-10,Лидское Классическое 1.0л,Светлое,Могилёвская область,HoReCa,55,3.7,0.0,203.5
2023-04-10,Лидское Вайс 0.5л,Специальное,Могилёвская область,HoReCa,8,2.8,0.0,22.4
2023-04-10,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,16,3.7,0.0,59.2
2023-04-10,Лидское Светлое 0.5л,Светлое,Витебская область,Сетевой ритейл,25,2.15,0.0,53.75
2023-04-10,Лидское Тёмное 0.5л,Тёмное,Витебская область,Специализированные магазины,21,2.55,0.0,53.55
2023-04-10,Лидское Янтарное 0.5л,Тёмное,Минск,Сетевой ритейл,5,2.65,0.1,11.93
2023-04-10,Лидское Классическое 0.5л,Светлое,Гродненская область,Сетевой ритейл,84,2.05,0.0,172.2
2023-04-10,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,180,2.15,0.0,387.0
2023-04-10,Лидское Светлое 1.0л,Светлое,Гомельская область,HoReCa,141,3.9,0.0,549.9
2023-04-10,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,44,2.45,0.0,107.8
2023-04-10,Лидское Светлое 1.5л,Светлое,Брестская область,Специализированные магазины,41,5.2,0.0,213.2
2023-04-10,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,13,4.3,0.05,53.1
2023-04-10,Лидское Безалкогольное 0.5л,Безалкогольное,Минская область,Сетевой ритейл,17,1.9,0.0,32.3
2023-04-10,Лидское Портер 0.5л,Тёмное,Могилёвская область,HoReCa,11,2.9,0.0,31.9
2023-04-10,Лидское Вайс 1.0л,Специальное,Брестская область,Специализированные магазины,20,5.1,0.05,96.9
2023-04-10,Лидское Портер 0.5л,Тёмное,Минская область,Сетевой ритейл,9,2.9,0.0,26.1
2023-04-10,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,16,3.7,0.0,59.2
2023-04-10,Лидское Юбилейное 0.5л,Светлое,Гродненская область,Сетевой ритейл,24,2.45,0.0,58.8
2023-04-10,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,71,4.3,0.0,305.3
2023-04-10,Лидское Тёмное 0.5л,Тёмное,Брестская область,Сетевой ритейл,23,2.55,0.1,52.78
2023-04-10,Лидское Классическое 1.0л,Светлое,Витебская область,Специализированные магазины,46,3.7,0.0,170.2
2023-04-10,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,13,5.2,0.0,67.6
2023-04-10,Лидское Тёмное 1.0л,Тёмное,Минская область,Сетевой ритейл,36,4.6,0.1,149.04
2023-04-10,Лидское Тёмное 0.5л,Тёмное,Минская область,Сетевой ритейл,19,2.55,0.1,43.6
2023-04-10,Лидское Лёгкое 1.0л,Светлое,Гомельская область,Сетевой ритейл,17,3.5,0.0,59.5
2023-04-10,Лидское Тёмное 0.5л,Тёмное,Минская область,Специализированные магазины,54,2.55,0.0,137.7
2023-04-11,Лидское Вайс 1.0л,Специальное,Минская область,Сетевой ритейл,9,5.1,0.0,45.9
2023-04-11,Лидское Янтарное 0.5л,Тёмное,Гомельская область,Сетевой ритейл,25,2.65,0.0,66.25
2023-04-11,Лидское Светлое 1.0л,Светлое,Гомельская область,Сетевой ритейл,105,3.9,0.15,348.07
2023-04-11,Лидское Светлое 1.0л,Светлое,Брестская область,Сетевой ритейл,158,3.9,0.0,616.2
2023-04-11,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,171,3.9,0.0,666.9
2023-04-11,Лидское Классическое 1.0л,Светлое,Минская область,Специализированные магазины,49,3.7,0.0,181.3
2023-04-11,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,85,2.15,0.0,182.75
2023-04-11,Лидское Тёмное 1.0л,Тёмное,Витебская область,Сетевой ритейл,12,4.6,0.05,52.44
2023-04-11,Лидское Классическое 0.5л,Светлое,Гродненская область,Сетевой ритейл,30,2.05,0.15,52.27
2023-04-11,Лидское Янтарное 0.5л,Тёмное,Минская область,Специализированные магазины,17,2.65,0.0,45.05
2023-04-11,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,52,2.05,0.1,95.94
2023-04-11,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,154,2.15,0.0,331.1
2023-04-11,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Сетевой ритейл,122,2.45,0.0,298.9
2023-04-11,Лидское Юбилейное 1.0л,Светлое,Витебская область,Сетевой ритейл,25,4.3,0.0,107.5
2023-04-11,Лидское Светлое 1.5л,Светлое,Гомельская область,Сетевой ритейл,75,5.2,0.0,390.0
2023-04-11,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,51,1.95,0.0,99.45
2023-04-11,Лидское Тёмное 0.5л,Тёмное,Могилёвская область,HoReCa,58,2.55,0.0,147.9
2023-04-11,Лидское Светлое 0.5л,Светлое,Минская область,HoReCa,184,2.15,0.05,375.82
2023-04-11,Лидское Пшеничное 0.5л,Специальное,Гомельская область,Онлайн,11,2.75,0.0,30.25
2023-04-11,Лидское Вайс 0.5л,Специальное,Гомельская область,HoReCa,88,2.8,0.0,246.4
2023-04-11,Лидское Безалкогольное 0.5л,Безалкогольное,Гродненская область,Специализированные магазины,19,1.9,0.1,32.49
2023-04-11,Лидское Вайс 1.0л,Специальное,Брестская область,HoReCa,31,5.1,0.05,150.19
2023-04-11,Лидское Светлое 1.5л,Светлое,Витебская область,Сетевой ритейл,29,5.2,0.0,150.8
2023-04-11,Лидское Янтарное 0.5л,Тёмное,Минская область,Онлайн,14,2.65,0.15,31.54
2023-04-11,Лидское Светлое 0.5л,Светлое,Гродненская область,HoReCa,89,2.15,0.0,191.35
2023-04-11,Лидское Классическое 1.0л,Светлое,Гродненская область,HoReCa,82,3.7,0.0,303.4
2023-04-11,Лидское Пшеничное 0.5л,Специальное,Минская область,Сетевой ритейл,31,2.75,0.0,85.25
